FileName,cluster
0X12B79C738400F3,1
0X12B890B1E2E14CC4,2
0X12B9FFDEA456E877,2
0X12BAD5FBFC3E4F2A,2
0X12C17194EECA74B4,1
0X12C75A801CBD284A,1
0X12CC84ACC62427C1,1
0X12CF33089E2618A8,1
0X12D510DA18959EE3,1
0X12D56DAF10A98037,2
0X12D7CFBEBDF0EAAF,2
0X12DAF7D942F818A0,2
0X12DC39D816351E0D,1
0X12F2890C7AEA52E8,1
0X12F3277B0A6EE866,2
0X12F3CF2F58EC699B,1
0X12F535C804FC3F13,2
0X13031FC2687E954D,1
0X1303B567B01D9D71,1
0X13078849A6B5C581,2
0X130914FFD198255E,2
0X130ABC17C55FD6B5,1
0X130B57359B0E6F00,1
0X130E96B8AB4EC4DF,2
0X131AEF344C28F4B2,2
0X131EE16CE9512E4E,1
0X132A335840604190,1
0X132C1E8DBB715D1D,1
0X132E461F48559F6B,1
0X1335F88662E38FD5,2
0X1337E8945A141439,2
0X13381981E598316E,0
0X1339B9E81946F0E8,1
0X133BD3C195F9EA2,1
0X133C22A8F4C643C,1
0X133F1774D5859CF4,1
0X133F50BB99C6E09,1
0X13408BBC062D7EF8,1
0X13419AC126FD7685,1
0X1345D6698FB8834D,1
0X13491A03D3184C5A,1
0X134A337D9B4C1948,1
0X134CE85850028C74,1
0X1351FD090B93589F,1
0X135A31260870D960,1
0X135AADB11C76E482,2
0X13621A689D1114C3,2
0X1364306109381555,2
0X136492E67BFF8CB3,1
0X136601DC3725F327,1
0X1366FB9F3F37807D,1
0X13682394806BB587,1
0X1369E49954F0EAEC,1
0X13745EE94756A394,2
0X13881965FA7312E,1
0X13888ED03221D0D4,1
0X138BF0FABD298C5,1
0X1390B905E366F035,1
0X139DEEAD6326D6C5,2
0X13A3E602CCA508D6,1
0X13A4AE3152A4D752,1
0X13A5B3EF1C1004FC,2
0X13A5F88444B588E0,1
0X13ACF1360A23F50F,0
0X13AF8C4530219270,1
0X13B0A1DABEDA5EDF,2
0X13B4430D1930FF80,2
0X13B5EC7F42AF217,1
0X13B783ADFB252C8,1
0X13B8F91C9C8074AF,0
0X13B98D39BC103032,1
0X13BD3AC66BD12220,1
0X13BF1C6E527440F,1
0X13BF81440466675F,2
0X13C061D2FD255419,1
0X13C1FEB745C8B810,1
0X13C378D617ABCBEF,1
0X13C611744D86E729,1
0X13C7281794656150,1
0X13CAF66BDD4EBEA0,2
0X13CE2039E2D706A,2
0X13CE28139B5F8E2D,1
0X13CF32153B3B30B7,1
0X13CFD73EA4694798,2
0X13D0DD096DFED1C7,2
0X13D1459C51B5C32E,1
0X13D6BC74D088CACA,2
0X13D875B7A4A97001,2
0X13D9B0A4BC16701D,1
0X13DEAEAFDF1338AD,2
0X13E043A35E3EB490,1
0X13E260DF39629AC9,2
0X13E488CF5C7C934C,1
0X13E9B31F9C5D5660,2
0X13EA5DE4962B3822,2
0X13ECF4B877219D8B,2
0X13EFD6BF683801F,1
0X13F04450E6B7D249,2
0X13F0F314138CE831,1
0X13F52A775D9F62D0,1
0X13F7CAB4C719ACA3,1
0X14017B26554F7A5E,1
0X140A0F27BE9116F5,1
0X140AAFB14918E8A4,0
0X140D4A2F475712FA,1
0X141103C96A34DA6C,2
0X1412F3A856C40C82,1
0X141E714781DEE463,2
0X142C9C144BF16FAE,1
0X142CA9754A01C189,2
0X142D95A439C28FD0,1
0X142EFADA9AF9DC99,1
0X1430480BD524AA15,1
0X143952B6F3131E88,1
0X1439627ADB475793,1
0X143B72A804BC7AE7,1
0X143D9B52A85BF561,2
0X143DC0C8FB089A18,0
0X1441AEEF1315F95F,2
0X1444E316F0AD1ECD,2
0X14458B9410D73E11,1
0X144DF7C585233D4C,1
0X1453F1CB3615D8E6,1
0X14586BA47B83C598,1
0X145985C5A34EFCC,1
0X1459E82A63876D49,2
0X146617301504663D,1
0X1469FC68080F968F,1
0X146DFEE92CCEC4E2,2
0X146FA81A1880E0DB,1
0X148536C2B06F8C88,1
0X148B59B7E2DE8071,1
0X148BFBF596042FF5,2
0X148FD32A15B26865,1
0X148FFCBF4D0C398F,1
0X1494CF8E521C3FEF,1
0X1498806542CEE367,1
0X1499CC196E57EFB,1
0X149C551B9CC4DED,1
0X149CE42387608CEC,2
0X149D7652015AA236,1
0X149DCE7F77B408F4,1
0X14A6F87817547A95,1
0X14A943AC8D162D36,1
0X14A96DC7D16968CA,2
0X14AD611ACCAD1161,0
0X14AE436F61819521,1
0X14B62F1593336331,1
0X14B9AD04DC394090,1
0X14BF7A33B6A3FAC4,1
0X14BFDFE46468D601,1
0X14C05BE120AEAFA3,1
0X14C5B3A3DFECAC76,2
0X14C8F7E6EBDBC708,1
0X14C8FE5C30084CB3,1
0X14C9558E01709E65,0
0X14CA2B7814B1B9EF,0
0X14CDF03D85703540,2
0X14CFCEAD6539D3DC,1
0X14D50036EAB69EA,1
0X14D6CCAC550E278B,2
0X14DDD7911ED612B8,0
0X14E954E2A0878925,1
0X14E98112C64DA88B,1
0X14EAF6EAE837F32D,1
0X14F0C15097590562,2
0X14F4B815A5210B8A,2
0X14F639B3E0EC3A72,1
0X14F7F25545E76A73,1
0X14FC5096F3E4145D,1
0X14FC7EEB6ACFE0BF,2
0X1502E38D5D99E2E4,1
0X15031D084B3EEC96,2
0X150D2E5A2E09ADC,1
0X1512DC6CBD8EA12A,0
0X15146FB55B5697A0,1
0X15213080EC9FA05,1
0X15260A2D31648922,1
0X152F36A552DD2930,1
0X152F4B797A15C43F,0
0X1531B80C56297FD2,2
0X153A76426320A57B,1
0X153F6AD036CBC30B,2
0X1545ED054E5CE01D,1
0X154827D058D6A9D0,2
0X154A3BABDF5193B6,1
0X154B75E4EF6184AE,1
0X15505C1D0357A434,1
0X1556825C5295368F,1
0X155A7771ACB14472,1
0X155E07DE20CF09F5,1
0X1563E9D9834E5A52,2
0X1564DE8D0D40F195,1
0X15672D90E3EC7303,2
0X156A170A2372A74D,1
0X156B1DF0112EDD64,1
0X156F3A66548E593A,2
0X1572A0615437CE09,2
0X157528EBA14B2EB6,2
0X1578E7D18F51EBBA,1
0X157AC89BC2BB953E,2
0X157BF8C4D154D45D,2
0X158518565B5C46D8,1
0X15861B0853DB6E4D,1
0X158B03C45BB55DAC,1
0X158C469B8C462A10,2
0X1592A79667250EA1,2
0X159307C65686B64D,1
0X1597DA4581B6F4AD,0
0X1599E3BC17BB6A01,1
0X159BDA520C61736A,1
0X15A62E3A92DFFF7,1
0X15A89931D5E83C23,2
0X15A912A3822431A9,2
0X15AA1BAFC9C0CCB2,2
0X15ACD275B96CDD05,1
0X15B26FE0D3CD6E0F,2
0X15B2A840A070DCC9,1
0X15B6905E8EC410FA,1
0X15B980AC8A6B5EF1,1
0X15BA82A1F6BF8B6,1
0X15BE180F1CCF0F3B,1
0X15C0D7DBFF8E4FC8,1
0X15C4831F7DDCA462,1
0X15C85161F8F9A55B,1
0X15C904A855E4FF2B,2
0X15CBECA136CF18CD,1
0X15CC2CDE8C2CD542,1
0X15CC6C50F1763B61,1
0X15D24A43FD766AB9,2
0X15D27BEDBDC09AA0,0
0X15D82D31755657,2
0X15D8B127660F649C,1
0X15D9F9EC9BA764E7,1
0X15DA8D60960ABB2B,2
0X15DC7EFD8DB3D0A6,2
0X15DF6B9DA16DAD07,1
0X15E22119724FDD7D,1
0X15E8BE2AE8C05C88,2
0X15E987778BEC99D5,1
0X15E9928F7242538E,1
0X15F1317B1354152B,0
0X15F216DB6201C0F,2
0X15FFEB32E5D2ECF2,1
0X1603C982E33D045E,1
0X160563B6A541752C,1
0X160C233C08E7E8DE,1
0X160DBDFED541D2D9,1
0X160E1BD0E636CC69,2
0X160FFE14D950D4C0,1
0X1611B3A479A63A01,2
0X16134D6B554889A,1
0X16139FAA2B68E8FD,1
0X16148C355E993321,1
0X1616791A7190BBA0,1
0X1619E4697D8673B4,1
0X1622EDE923576CF4,2
0X1623BBE488F0EC89,0
0X162DC693CC98C01F,0
0X1631C52C25D15DEE,1
0X163A374094D066E8,2
0X163D02E41A3A93D,1
0X163EBCB6784FC30B,1
0X163FFB185E479D0C,1
0X164D9C71CC801B34,1
0X164E6F5DA8503204,1
0X1653CEFBC9986D9F,2
0X1655D3F044EB6BB2,1
0X1655F3F4D2943C1D,2
0X16562EC4F3B6646B,1
0X1659FD6165A50811,2
0X165D339CF0773DFD,1
0X165EC58045A8A8BF,1
0X166087A5E749713A,1
0X166A033F6DC02086,1
0X166B0D5A9407635F,2
0X166B717BBC2ECADA,1
0X166BF85033848E4E,1
0X166F42C7B9DD12C,1
0X1674C7C6F8A8B313,2
0X16763AF254837506,0
0X16765E1EDC5E93BE,1
0X1677A8B7AAA975A1,1
0X167EC6F7A8986FED,1
0X167F487F9DF04A97,1
0X168065C1F6FCF27C,1
0X1685EEE356F42581,2
0X16862634E89FB736,1
0X1689802F6D3093D2,2
0X16902A1B1A139923,1
0X169062AB1FF38E72,0
0X1694973B204EAB,2
0X16967BF5B2546925,1
0X169B747DFB6D2415,2
0X169BC7341D79E051,2
0X169D3A3AC16C2CE2,1
0X16A017AC10918091,1
0X16A129DE47B81909,2
0X16A6CEDE7F61E211,2
0X16A9F4D08E4677A1,2
0X16ACC4514A457BBA,1
0X16AF26F9A372EEDE,2
0X16B28DDAC5D81FDF,2
0X16B2D41C50E4082C,2
0X16B5A10BF77BE425,1
0X16B76AB7F9D95270,1
0X16B85222D7B28245,2
0X16BB1F509B1D9721,2
0X16CEA7710E200570,0
0X16CFBE094453AA79,1
0X16CFE39107BFF8A7,1
0X16D883017E8A7734,1
0X16F87B98A2C09E62,1
0X16FA4A372C724D22,1
0X16FB5FF81284B942,1
0X16FBD79EE1C8DA26,1
0X16FC9AA0AD5D8136,1
0X16FE5AFA8320ACD3,1
0X1702B6CCB7E8812B,1
0X1702CEEC44104760,1
0X17057442E198A967,1
0X17098CFCB688AD91,0
0X170AA34F7E4EFB6B,1
0X170DDD15D26D5F83,1
0X170F2698C1A90A77,1
0X1711A2ED181823F0,2
0X17174AB357750B03,1
0X17190A139A853180,1
0X17197B4B5AE30CC7,2
0X171A7C9E7E1129D,1
0X171A888D1B17304F,2
0X171B390B95FD0FAE,2
0X171B52ED0054DF49,1
0X171C87FA9E52210F,2
0X171C9D28B996267E,1
0X171CF9695943319A,2
0X171FD888481D524D,1
0X1725C38816FAAED5,1
0X17270F0DF580E06B,2
0X172821226E303BA6,1
0X17294454521A97BB,1
0X1729DA199F862403,1
0X172CA389F7A02EEF,0
0X172D986B9780F9DE,1
0X172F640B239CBFCA,1
0X172FE96C1B43E4CF,1
0X17344D3535D790EF,1
0X173A0C055813A634,2
0X173D74409C3E5652,2
0X174090E59512E733,1
0X17458D83D9F9B188,1
0X174A9943AB689618,0
0X174ADA9A145CAD74,1
0X174D0098F99A290E,1
0X174E853B58F29959,2
0X175303C2D48B91CA,0
0X1756A6A345D31CB3,0
0X1760612A101EA2EB,2
0X176394EB0FCFBD35,1
0X1763FB53ABCFB176,2
0X176B5602BC2BF57B,1
0X176C1E76AD804467,0
0X1770B6D3A7C462B6,2
0X1770D3F5C2EA5142,2
0X17734E8CA72A687A,2
0X1779C609E2B8B8C6,1
0X1779FEC3D7DEA8C2,1
0X178269A4C18FC6B,1
0X17828CD670289D36,2
0X17859AAFF455F6DF,1
0X1786055C7E6EFCE6,1
0X17865EC85AD080B0,1
0X178A34206F5D376E,1
0X178DE58CE0367682,1
0X178DF5359B89AD06,2
0X17918422FAD01F20,2
0X1793039C294208A0,1
0X1798604CE5F68C34,1
0X179A9ADE4B5A5B88,1
0X179B579A585FF160,1
0X179BA5C70ACC402D,1
0X179C10878AAE691E,0
0X179CFD0E04B039FB,1
0X179D5051F8526C08,1
0X17A28F565B51B841,1
0X17A339D2A6706C11,1
0X17A44C8A2D0EE533,1
0X17A5854FEC963F9A,0
0X17A59B0D289D4643,1
0X17A9A432333A840F,1
0X17A9DF475F90B6C6,1
0X17AA98EC842092E3,1
0X17ADB25B1E90B6C,1
0X17AE431AF06F53AB,1
0X17AF6DB1F62C771C,1
0X17B3AF86CDF82B5C,1
0X17BA5ABF4E82034B,1
0X17BC4EF4BF83368B,1
0X17C42DA572378352,1
0X17C5541071D4E52E,2
0X17C6F77ABE9266AF,1
0X17CA14AB3CB05770,2
0X17CAFC6BB1CA2DE,0
0X17D229C79845F458,1
0X17D6DA5B33D4069C,1
0X17D958175C4CE2F3,1
0X17DA9A44189C6A38,2
0X17E230402D71C497,1
0X17E51BF21235E28B,1
0X17E5929A007B9E32,1
0X17E6608AC5511D03,2
0X17E6B8EDDD62F739,0
0X17E8971B356D72C7,2
0X17EFE782884D63BA,1
0X17F142F80B72740D,1
0X17F29C21E6144BAB,2
0X17F6D551F5734D8B,1
0X17F7CCE4FCD76726,2
0X17F940E1C4298D7,1
0X17FA348140E338F7,0
0X17FD9808C073BC07,1
0X17FE6C8963488DAC,1
0X18039FAD713F594F,1
0X180951979820CA64,0
0X18111FDA1FD455D5,1
0X1815E6741A8B2CFA,2
0X1818FF06D5E762A8,2
0X181A0445205F1D79,1
0X182114B9EB84D61B,0
0X18247588296B45DF,0
0X182717968AF362F0,1
0X18277456188D3B13,1
0X18353D8F5AB7B324,2
0X18354FFCDBCF9EBB,2
0X183BECFC41F9E3E0,2
0X183FA1CAAEA9C545,2
0X1840607E4AF92B3E,1
0X184173B598997780,1
0X184432EACE258EBF,2
0X1847DC558AF3C423,1
0X1847E925CBCEB6CE,1
0X184B997FF61BB28B,1
0X184DEB337FF5AB9,1
0X184E4A64C93BE06,2
0X184ECC87D1A8A226,2
0X1855EB02B676DC2,1
0X185672E7C8FF1212,2
0X18579C8EAEFC2713,2
0X1858AFC9464E1463,1
0X185A9362099F3094,1
0X185D65EA647B5C61,1
0X18610C37F29E80E4,1
0X1865C8A28648E2F0,1
0X1865E116F085C53D,1
0X186FC3D4ED309B9E,1
0X1870E70784D77469,2
0X1871B1379385763C,2
0X1874F566992B7FF6,2
0X18752855DF343E36,1
0X1876806A464A0093,2
0X1878080DBC95E7FC,1
0X187B0E5DB0E285DD,1
0X187EFDFCE3BEA77C,1
0X1880CD40F8586DBC,1
0X1883BBE20F1DC05D,1
0X18888A4FEDCAC3AA,1
0X188AFC939CDA11FC,1
0X18916084CE523264,1
0X1891E25994F489B9,2
0X18923DCFDE784034,2
0X18989A4754914D96,0
0X189B31C02B819CB9,1
0X18A306D062D926FB,1
0X18A467C9DDA7707A,1
0X18A4DD625B52E53E,2
0X18A69B7961D01D28,1
0X18AB58EA130B3A90,1
0X18B3A9EB362299CF,1
0X18B4FD6B23A94C8A,1
0X18B8CD7AD450F707,1
0X18B8E705314BF4C0,1
0X18BA5512BE5D6FFA,1
0X18BFFDF053671070,1
0X18C24CABDF058431,1
0X18C67769235E4C58,2
0X18C711A3AC175647,1
0X18CB62C594EB4DDC,1
0X18CE4A36AE88A585,1
0X18D009E44F62FDA3,2
0X18D12F1D70B64D0C,1
0X18D2B28FBD7DD266,1
0X18D52232BF832BA,2
0X18DA846E9699358F,1
0X18DF4351AAEEF3C9,1
0X18E7B26CAD98175,2
0X18EAA8BD773D0B43,1
0X18EF8F4C9A35641,2
0X18FC2192952D0349,1
0X19001827BA355232,0
0X1902FC225A954D67,1
0X190403EC57259998,1
0X1904DC1BFE26592F,2
0X1905CFC5951B4F7F,1
0X19063156A3F3C14E,1
0X1915042866B81B09,1
0X19152A7A3ABDFFBB,2
0X19163DCC129B0134,1
0X1917BD1A03DD500B,1
0X191A73CA019BCD1B,0
0X191F4BD1E4262B78,1
0X1922FC3605A29BD7,1
0X192BF0F7E30FAEE2,2
0X192E809348BF4D86,2
0X19325CFA88842F2E,1
0X1933C9D846A59DB1,0
0X19359F9246BB8A33,1
0X1936B58B8E1F0305,1
0X193DAE2D1CE519CE,1
0X193E071BCB23C9C3,1
0X19467C739783524D,1
0X19480FDA24A00E4A,1
0X1956F412DA2FE4C6,1
0X1959D1C10DEB5749,2
0X195D3B45D8A0DB2D,1
0X195F60292B968F31,2
0X196186BDD71D1431,1
0X19618B8C8B4DF34B,2
0X1965872D32B60581,0
0X19661E4F455D7F61,1
0X19681D039967D016,2
0X196C052551A4CABB,1
0X196DC930B3905A7,1
0X196F26E35CDAC977,0
0X197084FCEC4148B9,0
0X1972FA470600C81E,2
0X197911F5F8F8E21C,1
0X197DF6A1F73E7DFC,1
0X197E4CD40A2201F5,1
0X19816523D8096AC8,1
0X19840511812269C2,1
0X1985B619CF9BF669,2
0X19900411C55CBC8,1
0X1993275B5FC115CF,1
0X199715475BB10B69,1
0X1999533C6100442C,1
0X199FB3987429A7B1,2
0X19A2CB675FA38526,2
0X19A7A51DBF1CFEC6,1
0X19AC153896677B58,1
0X19AC1E6345765C03,1
0X19ACDC7E0119034A,1
0X19AD6B318F7CEFFD,1
0X19B044F932C6BC6C,1
0X19B8983673C64F6E,1
0X19B9109694DE642,1
0X19BC228D5D5F58,1
0X19BCCFDA31770A23,1
0X19BDD7CE32887463,1
0X19C391E6D353A95E,1
0X19C41F308D6663A1,1
0X19C438542B668FA,1
0X19CA4A53B93AFB3E,1
0X19D448273C0BF59F,1
0X19D929CBB3056FCE,2
0X19DDDD5F1F429BA0,1
0X19DF9461CA5F498F,0
0X19E240FFEFEBBD,1
0X19E42A10F0077B9F,2
0X19E6ED76090F947D,1
0X19E76D0B6EF68709,1
0X19E82707BBBA6452,2
0X19EA5CB11FC1BC78,1
0X19EC4368A6646DE8,1
0X19EDAE3C1312197A,1
0X19EE8D8054A106AF,2
0X19EEE7F19EFB69DF,2
0X19F05146FAAACB83,1
0X19F169BA719D9E9F,1
0X19F41F4CC412632E,2
0X19F5F732B9ED2EC7,1
0X19FD06A9BF46A803,1
0X1A030EFDD45062FA,1
0X1A05829AEDF6C65,1
0X1A05DFFFCAFB253B,1
0X1A09BE7969DA1508,1
0X1A0A263B22CCD966,1
0X1A1891A9F821324E,0
0X1A193199E812B948,1
0X1A193A8138F4DD0F,1
0X1A2629BF0939E381,0
0X1A296F5FCD5A0ED8,2
0X1A2A76BDB5B98BED,2
0X1A2C60147AF9FDAE,1
0X1A2E9496910EFF5B,2
0X1A349D84388BD74B,1
0X1A36AE0874972BBE,1
0X1A3D565B371DC573,1
0X1A3E7BF1DFB132FB,1
0X1A481BE9AE4F2DCD,1
0X1A494FC3B214947B,1
0X1A50422240E04D03,1
0X1A58B506ED05C1D4,1
0X1A58C9DFE12C7953,1
0X1A5FAE3F9D37794E,1
0X1A62D321A1A1821B,1
0X1A6699291D449F74,0
0X1A6ACFE7B286DAFC,1
0X1A75652DD11C1689,2
0X1A75CDAE16981DBC,1
0X1A76A1A8448B456,1
0X1A8797C532A3F0EF,1
0X1A8D85542DBE8204,0
0X1A8F20B8BF0B4B45,2
0X1A970F020826E7FA,2
0X1A9827D58AC404D1,1
0X1A9D7251E9464D49,1
0X1AA00FE97F010F42,2
0X1AA2E82F7F577905,2
0X1AA30623C1AE4641,1
0X1AA5F075905B8FE9,1
0X1AA6A2C3ADD3E2F1,1
0X1AA8E4C0155A02E0,2
0X1AA923C15A9F0D3E,2
0X1AACBE51D95E0698,0
0X1AADD51FAA94E4E,1
0X1AB987597AF39E3B,2
0X1ABAD3C70E6D0F27,1
0X1ABE578AF99E8F3E,1
0X1ACB73BE8C1F2C0C,1
0X1ACC87A912A57EDA,1
0X1AD23DC4055A4B6A,1
0X1AD3CDEC841DA50,1
0X1ADDEA184822F38E,1
0X1ADEAFA4D59610C8,1
0X1AE20B8AE3B5E9EF,2
0X1AE66E51AC2B077C,2
0X1AE829B4D710C61B,1
0X1AE89E8AFB9A3EFA,2
0X1AE9BF9AC0788D0F,1
0X1AEAD01BDFAB0A10,2
0X1AECADC95492F71D,2
0X1AEE3CDCAEC1A61,1
0X1AEE776BCC482134,1
0X1AF21B7690DB0BCB,2
0X1AFA6BA6C2E2132C,1
0X1AFB0F66AC312843,1
0X1AFEC568103E25C7,0
0X1B000374EAD0EC4C,1
0X1B00A1770ABC7BD2,2
0X1B01EAEFBE83BEB0,2
0X1B025FF1F6B21C16,2
0X1B05B56F239276F3,1
0X1B0895E4993C1F79,2
0X1B0B2312599F9EA2,1
0X1B15DFCD442A799C,2
0X1B165975B5EF65D9,0
0X1B170168A6449950,2
0X1B1798BF5669FB07,0
0X1B18BF458FEFF359,2
0X1B1C20A5745C92CA,1
0X1B2089E659E6AA87,2
0X1B2241C91CCDEF05,1
0X1B25F9E969909539,2
0X1B281A660811E1EA,1
0X1B2900BF089AD45F,1
0X1B2B05C3C40B72BA,2
0X1B2BCDAE290F6015,2
0X1B2C915522B844C2,0
0X1B2E5940872E3373,0
0X1B307E34A69B4030,1
0X1B30B4E3D0465503,2
0X1B357C0B6C82BB18,1
0X1B379931357428C0,1
